faoCode,faoName,scientificName
TJX,Atlantic thornyhead,Trachyscorpia cristulata
TJZ,Blackflash ribbonfish,Trachipterus jacksonensis
TKA,Willowy flounder,Glyptocephalus kitaharai
TKB,Twospot surgeonfish,Ctenochaetus binotatus
TKD,Thamnaconus modestus,Thamnaconus modestus
TKE,Pterogobius elapoides,Pterogobius elapoides
TKF,Takifugu porphyreus,Takifugu porphyreus
TKH,Trypauchen raha,Trypauchen raha
TKI,Kiener's silverside,Teramulus kieneri
TKJ,Zebra shrimp,Trachypenaeus pacificus
TKK,Trichonotus nikii,Trichonotus nikii
TKN,Roughneck shrimp,Trachypenaeus constrictus
TKO,Takifugu niphobles,Takifugu niphobles
TKR,Crested hairtail,Tentoriceps cristatus
TKU,Ptereleotris arabica,Ptereleotris arabica
TKW,Cone-shaped top,Trochus conus
TKX,Dentate top shell,Tectus dentatus
TLA,Arctic grayling,Thymallus arcticus
TLD,St. Paul's fingerfin,Acantholatris monodactylus
TLE,Threelight dragonfish,Trigonolampa miriceps
TLI,Thalassobathia pelagica,Thalassobathia pelagica
TLJ,Longlegged rough shrimp,Trachypenaeus longipes
TLK,Wide front swimcrab,Thalamita crenata
TLO,Scaly rockcod,Trematomus loennbergii
TLQ,Spiney-horn octopus,Tetracheledone spinicirrhus
TLV,Grayling,Thymallus thymallus
TMB,Southwest Atlantic butterfish,Stromateus brasiliensis
TMD,Saddle wrasse,Thalassoma duperrey
TMF,Bluehead,Thalassoma bifasciatum
TMG,Panamanian worm blenny,Stathmonotus culebrai
TMJ,Four-spined glass perchlet,Tetracentrum apogonoides
TMK,Okinawa rubble goby,Trimma okinawae
TMN,Tomiyamichthys oni,Tomiyamichthys oni
TMP,Ornate wrasse,Thalassoma pavo
TMT,Hogchoker,Trinectes maculatus
TMU,Comb goby,Ctenotrypauchen microcephalus
TMW,Orange notothen,Trematomus vicarius
TMX,Mexican lampfish,Triphoturus mexicanus
TMY,Yellow roughneck shrimp,Trachypenaeus similis
TMZ,Spurred turban,Astralium calcar
TNA,Brazilian electric ray,Narcine brasiliensis
TNB,Blind torpedo,Benthobatis marcida
TNC,Crassinarke dormitor,Crassinarke dormitor
TND,Ocellated electric ray,Diplobatis ommata
TNE,Giant electric ray,Narcine entemedor
TNF,Permit,Trachinotus falcatus
TNG,Numbray,Narke dipterygia
TNH,Natal electric ray,Heteronarce garmani
TNI,Narcine indica,Narcine indica
TNJ,Narke japonica,Narke japonica
TNK,Onefin electric ray,Narke capensis
TNL,Narcine lingula,Narcine lingula
TNM,Heteronarce mollis,Heteronarce mollis
TNN,Slender electric ray,Narcine rierai
TNO,Narcine prodorsalis,Narcine prodorsalis
TNP,Diplobatis picta,Diplobatis picta
TNQ,Spotted numbfish,Narcine timlei
TNR,Narcine brevilabiata,Narcine brevilabiata
TNS,Bristly grenadier,Trachonurus sulcatus
TNT,Tasmanian numbfish,Narcine tasmaniensis
TNU,Brown numbfish,Narcine brunnea
TNV,Vermiculate electric ray,Narcine vermiculatus
TNW,Banded numbfish,Narcine westraliensis
TNY,Discopyge tschudii,Discopyge tschudii
TOA,Antarctic toothfish,Dissostichus mawsoni
TOD,Electric rays nei,Torpedinidae
TOE,Torpedo rays,Torpedo spp
TOF,"Electric rays, etc. nei",Torpediniformes
TOG,Longfin pompano,Trachinotus goreensis
TOH,Leaf scorpionfish,Taenianotus triacanthus
TOI,Plata pompano,Trachinotus marginatus
TOJ,Angler flatfish,Asterorhombus fijiensis
TOL,Toli shad,Tenualosa toli
TOM,Atlantic tomcod,Microgadus tomcod
TON,Blackblotch pompano,Trachinotus kennedyi
TOO,Guinean pompano,Trachinotus maxillosus
TOP,Patagonian toothfish,Dissostichus eleginoides
TOQ,Helmet ton,Tonna galea
TOS,Horned turban,Turbo cornutus
TOT,Antarctic toothfishes nei,Dissostichus spp
TOU,Bronze cardinalfish,Astrapogon alutus
TOV,Red-barred rubble goby,Trimmatom eviotops
TOW,Antillean smooth-head,Talismania antillarum
TOX,Tonguefishes,Cynoglossidae
TOY,Spotted tun,Tonna dolium
TOZ,Lesser weever,Trachinus vipera
TPA,Dealfish,Trachipterus arcticus
TPD,Banded coral shrimp,Stenopus hispidus
TPF,Black-flag tripodfish,Tripodichthys angustifrons
TPG,Grenadier cod,Tripterophycis gilchristi
TPK,Taeniopsetta ocellata,Taeniopsetta ocellata
TPL,Wispy waspfish,Paracentropogon longispinus
TPM,Triplophos hemingi,Triplophos hemingi
TPQ,Coarse shrimp,Trachypenaeus granulosus
TPR,Toadstool groper,Trachypoma macracanthus
TPT,Sandpaper fish,Paratrachichthys trailli
TPX,Pacific partridge tun,Tonna perdix
TQA,Torquigener altipinnis,Torquigener altipinnis
TQB,Southern lobsterette,Thymops birsteini
TQN,Nilenta lobsterette,Thymopsis nilenta
TRA,Weeverfishes nei,Trachinidae
TRB,Whitetip reef shark,Triaenodon obesus
TRC,Slimeheads nei,Trachichthyidae
TRD,Slender scalyhead,Trematomus lepidorhinus
TRE,"Jacks, crevalles nei",Caranx spp
TRF,False trevally,Lactarius lactarius
TRG,Grey triggerfish,Balistes carolinensis
TRH,Striped rockcod,Pagothenia hansoni
TRI,"Triggerfishes, durgons nei",Balistidae
TRK,"Houndsharks, smoothhounds nei",Triakidae
TRL,Blunt scalyhead,Trematomus eulepidotus
TRM,Crowned rockcod,Trematomus scotti
TRN,Spotted notothen,Trematomus nicolai
TRO,Trouts nei,Salmo spp
TRP,Dealfishes,Trachipterus spp
TRQ,Mediterranean dealfish,Trachipterus trachypterus
TRR,Rainbow trout,Oncorhynchus mykiss
TRS,Sea trout,Salmo trutta
TRT,Trematomus nei,Trematomus spp
TRU,Trumpeters nei,Latridae
TRV,Southern rough shrimp,Trachypenaeus curvirostris
TRW,Dusky rockcod,Trematomus newnesi
TRX,Ribbonfishes,Trachipteridae
TRY,Yellowstripe scad,Selaroides leptolepis
TRZ,White trevally,Pseudocaranx dentex
TSA,Little pineapple fish,Sorosichthys ananassa
TSD,Twaite shad,Alosa fallax
TSF,Tosanoides filamentosus,Tosanoides filamentosus
TSG,Tilesina gibbosa,Tilesina gibbosa
TSI,Threadtail anthias,Tosana niwae
TSJ,Caribbean flounder,Trichopsetta caribbaea
TSK,Flapnose houndshark,Scylliogaleus quecketti
TSL,Arabian fangblenny,Petroscirtes ancylodon
TSM,Longfin dragonfish,Tactostoma macropus
TSN,GÃ¼nther's waspfish,Snyderina guentheri
TSO,Thysanichthys crossotus,Thysanichthys crossotus
TSP,Blunthead puffer,Sphoeroides pachygaster
TSQ,Wellington flying squid,Nototodarus sloanii
TSR,Oval grouper,Triso dermopterus
TST,Sickle pomfret,Taractichthys steindachneri
TSU,Roughsnout grenadier,Trachyrincus scabrus
TSV,Pteropsaron evolans,Pteropsaron evolans
TSY,Lorentz catfish,Tetranesodon conorhynchus
TTA,Sharpfin houndshark,Triakis acutipinna
TTB,Rosette torpedo,Torpedo bauchotae
TTC,Pacific electric ray,Torpedo californica
TTD,Peruvian torpedo,Torpedo peruana
TTE,Sharptooth houndshark,Triakis megalopterus
TTF,New Zealand torpedo,Torpedo fairchildi
TTI,Shorttail torpedo,Torpedo macneilli
TTJ,Variable torpedo ray,Torpedo sinuspersici
TTK,Bigeye notothen,Trematomus tokarevi
TTM,Spotted houndshark,Triakis maculata
TTN,Ringed torpedo,Torpedo mackayana
TTO,Electric ray,Torpedo nobiliana
TTP,Australian numbfish,Hypnos monopterygium
TTQ,Trapezoid torpedo,Torpedo tokionis
TTR,Marbled electric ray,Torpedo marmorata
TTT,Panther electric ray,Torpedo panthera
TTU,Black-spotted torpedo,Torpedo fuscomaculata
TTV,Common torpedo,Torpedo torpedo
TTW,Chilean torpedo,Torpedo tremens
TTY,Banded houndshark,Triakis scyllium
TUD,African scad,Trachurus delagoa
TUE,Steel pompano,Trachinotus stilbe
TUF,Proteracanthus sarissophorus,Proteracanthus sarissophorus
TUH,Gafftopsail pompano,Trachinotus rhodopus
TUJ,Arabian scad,Trachurus indicus
TUK,Indian pompano,Trachinotus mookalee
TUM,Yellowtail scad,Atule mate
TUN,Tunas nei,Thunnini
TUO,Ambon rockskipper,Paralticus amboinensis
TUP,Cleftbelly trevally,Atropus atropos
TUR,Turbot,Psetta maxima
TUS,True tunas nei,Thunnus spp
TUT,Tasmanian ruffe,Tubbia tasmanica
TUU,Taurocottus bergi,Taurocottus bergi
TUV,Palmate octopus,Tremoctopus violaceus
TUX,Tuna-like fishes nei,Scombroidei
TUZ,Yellowtail horse mackerel,Trachurus novaezelandiae
TVD,Trimma avidori,Trimma avidori
TVE,Spotted fanfish,Pteraclis velifera
TVG,Thaumeledone gunteri,Thaumeledone gunteri
TVI,Hairfin smooth-head,Talismania homoptera
TVN,Tanaidaceans,Tanaidacea
TVO,Longtail slickhead,Talismania longifilis
TVQ,Threadfin smooth-head,Talismania mekistonema
TVU,Smooth shrimp,Trachypenaeus brevisuturae
TVX,Flathead lobsters nei,Thenus spp
TVY,Cataetyx laticeps,Cataetyx laticeps
TVZ,Philippines rough shrimp,Trachypenaeus villaluzi
TWA,Yellowtail sardinella,Sardinella rouxi
TWB,Phaeton dragonet,Synchiropus phaeton
TWC,Tewara cranwellae,Tewara cranwellae
TWK,Slender ribbonfish,Trachipterus ishikawae
TWM,Atlantic cranch squid,Teuthowenia megalops
TWN,Longtail shad,Tenualosa macrura
TWO,Moon wrasse,Thalassoma lunare
TWP,Antarctic knobbed octopus,Adelieledone polymorpha
TWS,Madamango sea catfish,Cathorops spixii
TWT,Turquet's octopus,Pareledone turqueti
TWX,Thalassoma spp,Thalassoma spp
TXE,Telescope snail,Telescopium telescopium
TXK,Tiger pufferfish,Takifugu rubripes
TXN,Tremoctopodidae,Tremoctopodidae
TXO,Jordan's damsel,Teixeirichthys jordani
TXV,Pufferfishes nei,Takifugu spp
TXW,Blacktip tripodfish,Trixiphichthys weberi
TYE,Mongolian grayling,Thymallus brevirostris
TYF,Double-ended pipefish,Trachyrhamphus bicoarctatus
TYH,Armourhead grenadier,Trachyrincus helolepis
TYK,Hardback shrimp,Trachypenaeus anchoralis
TYN,Tachysurus nenga,Tachysurus nenga
TYX,Thysanactis dentex,Thysanactis dentex
TZA,Spotted weever,Trachinus araneus
TZB,Bancroft's numbfish,Narcine bancroftii
TZI,Thenus indicus,Thenus indicus
TZK,Tanaka's snailfish,Liparis tanakae
TZL,Looseskin eelpout,Taranetzella lyoderma
TZO,Obscure pufferfish,Takifugu obscurus
TZP,Argentine torpedo,Torpedo puelcha
TZQ,Yellowbelly pufferfish,Takifugu flavidus
TZR,Starry weever,Trachinus radiatus
TZW,Yellowfin pufferfish,Takifugu xanthopterus
TZX,Pterocaesio spp,Pterocaesio spp
TZY,Spiny scorpionfish,Trachyscorpia echinata
UAB,Boulenger's anthias,Sacura boulengeri
UAC,Waistcoat lanternfish,Taaningichthys minimus
UAD,Cataetyx bruuni,Cataetyx bruuni
UAE,Zebra tilefish,Branchiostegus semifasciatus
UAF,Cape Verde gregory,Stegastes imbricatus
UAG,Northern stargazer,Astroscopus guttatus
UAI,Girdled goby,Priolepis cincta
UAJ,Floral blenny,Petroscirtes mitratus
UAK,Variable sabretooth blenny,Petroscirtes variabilis
UAL,Randall's goby,Priolepis randalli
UAM,Tarr's cardinalfish,Pseudamia tarri
UAN,Pseudochromis caudalis,Pseudochromis caudalis
UAO,Dutoiti,Pseudochromis dutoiti
UAP,Yellowtail dottyback,Pseudochromis linda
UAQ,Themisto gaudichaudii,Themisto gaudichaudii
UAR,Blackstripe dottyback,Pseudochromis nigrovittatus
UAT,Bluespotted dottyback,Pseudochromis persicus
UAU,Batnose eel,Dysomma brevirostre
UAV,Grey cutthroat eel,Synaphobranchus affinis
UAW,Arabian parrotfish,Scarus arabicus
UAX,Turbinella spp,Turbinella spp
UAY,African spotted scorpionfish,Scorpaenodes elongatus
UAZ,Thorny flathead,Rogadius pristiger
UBA,Blue fathead,Cubiceps caeruleus
UBB,Black fathead,Cubiceps baxteri
UBE,Tapestry turban,Turbo petholatus
UBF,Pacific turban,Turbo fluctuosus
UBG,Rusty parrotfish,Scarus ferrugineus
UBH,Goldmouth turban,Turbo chrysostomus
UBJ,Purple-brown parrotfish,Scarus fuscopurpureus
UBL,Snake-like worm shell,Serpulorbis colubrinus
UBN,Channelled turban,Turbo canaliculatus
UBO,Cubiceps kotlyari,Cubiceps kotlyari
UBP,Cape fathead,Cubiceps capensis
UBQ,Squamate turban,Turbo squamiger
UBR,Silvermouth turban,Turbo argyrostomus
UBS,Drums nei,Umbrina spp
UBT,Costate top,Umbonium costatum
UBU,Bigeye cigarfish,Cubiceps pauciradiatus
UBV,Yellowmargin triggerfish,Pseudobalistes flavimarginatus
UBW,Scorpaenodes muciparus,Scorpaenodes muciparus
UBX,Stone turban,Turbo saxosus
UBY,Indian chank,Turbinella pyrum
UBZ,Asymmetrical goatfish,Upeneus asymmetricus
UCA,Canary drum(=Baardman),Umbrina canariensis
UCC,Swamp ghost crab,Ucides cordatus
UCD,Mangrove ghost crab,Ucides occidentalis
UCF,Long-spined tripodfish,Pseudotriacanthus strigilifer
UCG,West african fiddler crab,Uca tangeri
UCH,Chilean sea urchin,Loxechinus albus
UCJ,Javanese turrid,Turricula javana
UCK,Arctic alligatorfish,Ulcina olrikii
UCM,Auchenionchus microcirrhis,Auchenionchus microcirrhis
UCO,Fringed flounder,Etropus crossotus
UCV,Gilded goatfish,Upeneus doriae
UCW,Bensasi goatfish,Upeneus japonicus
UCX,Largemouth triplefin,Ucla xenogrammus
UCY,Uranoscopus guttatus,Uranoscopus guttatus
UCZ,Dollfus' stargazer,Uranoscopus dollfusi
UDD,Whitetongue jack,Uraspis helvola
UDG,Graceful-tailed cardinalfish,Pseudamiops gracilicauda
UDH,Capricorn fusilier,Pterocaesio capricornis
UDI,Pseudoscopelus altipinnis,Pseudoscopelus altipinnis
UDJ,Wavyband sole,Pseudaesopia japonica
UDK,Dark-banded fusilier,Pterocaesio tile
UDM,Cameroon croaker,Pseudotolithus moorii
UDN,Stone triggerfish,Pseudobalistes naufragium
UDQ,Swarming squat lobster,Munida gregaria
UDU,Spotted goatfish,Pseudupeneus maculatus
UDW,Trochita pileus,Trochita pileus
UDX,Trochita spp,Trochita spp
UDZ,Paddlefish cardinalfish,Pseudamia zonata
UEB,Stereomastis suhmi,Stereomastis suhmi
UEF,Doubtful scabbardfish,Lepidopus dubius
UEH,Emerald coral goby,Paragobiodon xanthosoma
UEM,Munida sarsi,Munida sarsi
UEX,Munida spp,Munida spp
UFA,Bluethroat triggerfish,Sufflamen albicaudatus
UFB,Sufflogobius bibarbatus,Sufflogobius bibarbatus
UFC,Halfmoon triggerfish,Sufflamen chrysopterus
UFJ,Red lobster,Eunephrops bairdii
UFO,Purse frog shell,Bufonaria crumena
UFT,Goldribbon soapfish,Aulacocephalus temmincki
UGA,Roster-tail conch,Strombus gallus
UGC,Spiral melongena,Pugilina cochlidium
UGK,Colossal melongena,Pugilina colosseus
UGM,Spotted stargazer,Genyagnus monopterygius
UGO,Giant hairy melongena,Pugilina morio
UGS,Big-eye unicorn-cod,Bregmaceros rarisquamosus
UGT,Ternate melongena,Pugilina ternatana
UGU,Unihorn octopus,Scaeurgus unicirrhus
UGX,Pugilina spp,Pugilina spp
UGY,Ribbed tilefish,Branchiostegus doliatus
UHA,Largetooth flounder,Pseudorhombus arsius
UHB,Robust clubhook squid,Onykia robusta
UHD,Opisthoteuthis depressa,Opisthoteuthis depressa
UHE,Deep flounder,Pseudorhombus elevatus
UHG,Malayan flounder,Pseudorhombus malayanus
UHH,Draco waspfish,Pseudovespicula dracaena
UHI,Cocktail wrasse,Pteragogus flagellifer
UHJ,Javan flounder,Pseudorhombus javanicus
UHK,Smooth hooked squid,Onykia knipovitchi
UHL,Bigfin reef squid,Sepioteuthis lessoniana
UHM,Blue gudgeon,Ptereleotris microlepis
UHN,Japanese hooked squid,Onykia lonnbergi
UHO,Roughscale flounder,Pseudorhombus oligodon
UHP,Fivespot flounder,Pseudorhombus pentophthalmus
UHQ,Devil firefish,Pterois miles
UHR,Rugose hooked squid,Onykia robsoni
UHS,Caribbean reef squid,Sepioteuthis sepioidea
UHT,Three spotted flounder,Pseudorhombus triocellatus
UHU,Southern reef squid,Sepioteuthis australis
UHW,Reef squids nei,Sepioteuthis spp
UHX,Hooked squids nei,Onykia spp
UHY,Carribean clubhook squid,Onykia carriboea
UIA,Masked triggerfish,Sufflamen fraenatum
UIB,Fringed stargazer,Ichthyscopus barbatus
UID,Duplicate turret,Turritella duplicata
UIE,Etropus intermedius,Etropus intermedius
UIF,Waryfish,Scopelosaurus argenteus
UIG,Blackfin waryfish,Scopelosaurus lepidus
UIN,Ebony miter,Pusia ebenus
UIR,Screw turret,Turritella terebra
UIS,Tidal spray crab,Plagusia depressa
UIT,Tuberculated light-foot crab,Plagusia tuberculata
UIX,Sinum spp,Sinum spp
UIY,Babylonia turrid,Turris babylonia
UIZ,Longspine stargazer,Uranoscopus albesca
UJA,Guinean flagfin,Aulopus cadenati
UJB,West African stargazer,Uranoscopus cadenati
UJC,Whitespotted stargazer,Uranoscopus polli
UJI,Shadow driftfish,Cubiceps whiteleggii
UJP,Doll eualid,Eualus pusiolus
UKA,Lancer stargazer,Kathetostoma albigutta
UKK,Uraspis spp,Uraspis spp
UKR,Leopard hind,Cephalopholis leopardus
UKX,Pseudorhombus spp,Pseudorhombus spp
ULA,Bighead tilefish,Caulolatilus affinis
ULB,White whisker spiny lobster,Panulirus albiflagellum
ULC,Aulopareia cyanomos,Aulopareia cyanomos
ULE,Longrakered trevally,Ulua mentalis
ULF,Royal flagfin,Aulopus filamentosus
ULG,Carolines parrotfish,Calotomus carolinus
ULH,Sandbeach auger,Hastula hectica
ULI,Lined sole,Achirus lineatus
ULJ,Miran bullia,Bullia miran
ULM,Grey tilefish,Caulolatilus microps
ULP,Ocean whitefish,Caulolatilus princeps
ULR,Monterosato's auger,Turritella monterosatoi
ULS,Seychelle's blenny,Stanulus seychellensis
ULU,Silvermouth trevally,Ulua aurochs
ULY,Spinytooth parrotfish,Calotomus spinidens
UMA,Pigmy flounder,Pseudomancopsetta andriashevi
UMB,Striped drum,Umbrina broussonnetii
UMC,Sand drum,Umbrina coroides
UMH,Slow goby,Aruma histrio
UMI,Smallmouth flounder,Etropus microstomus
UML,Slender swimcrab,Portumnus latipes
UMO,Fusca drum,Umbrina ronchus
UMR,Yellowfin drum,Umbrina roncador
UMS,Steindachner's drum,Umbrina steindachneri
UMU,Concave baby's ear,Sinum concavum
UMV,Common button top,Umbonium vestiarium
UMX,Polla drum,Umbrina xanti
UMZ,Mazatlan sole,Achirus mazatlanus
UNC,Unicorn cod,Bregmaceros mcclellandi
UND,Mangrove blenny,Lupinoblennius dispar
UNG,Threespot swimming crab,Portunus sanguinolentus
UNL,Uncisudis longirostra,Uncisudis longirostra
UNN,Dwarf frog shell,Bufonaria nana
UNO,Stout squat lobster,Munida obesa
UNP,Deep-water squat lobster,Munida propinqua
UNQ,Chained moon-shell,Lunatia catena
UNR,Radiant squat lobster,Munida refulgens
UNT,Long-clawed squat lobster,Munida tenella
UNX,Bullia spp,Bullia spp
UOA,Green turban,Turbo marmoratus
UOB,Brown Pacific turban,Turbo bruneus
UOC,Cape mud shrimp,Upogebia capensis
UOE,Jellyfish worm shell,Serpulorbis medusae
UOI,Smooth moon turban,Turbo cinereus
UOM,Japanese mud shrimp,Upogebia major
UON,Common frog shell,Bufonaria rana
UOO,Coronate moon turban,Turbo coronatus
UOP,Blue mud shrimp,Upogebia pugettensis
UOR,Crass turban,Turbo crassus
UOS,Rough turban,Turbo setosus
UOT,Chestnut turban,Turbo castanea
UOZ,Trapezium horse conch,Pleuroploca trapezium
UPA,Banded lobster,Eunephrops manningi
UPC,Sculptured lobster,Eunephrops cadenasi
UPD,Pleuroscopus pseudodorsalis,Pleuroscopus pseudodorsalis
UPE,Peruvian flounder,Etropus peruvianus
UPG,Band-tail goatfish,Upeneus arge
UPH,Por's goatfish,Upeneus pori
UPI,Yellowstriped goatfish,Upeneus vittatus
UPJ,Mediterranean mud shrimp,Upogebia pusilla
UPK,Prince horse conch,Pleuroploca princeps
UPL,Blue-striped mullet,Upeneichthys lineatus
UPM,Goldband goatfish,Upeneus moluccensis
UPN,Namorado sandperch,Pseudopercis numida
UPP,Dwarf goatfish,Upeneus parvus
UPQ,Wide-foot purpura,Purpura pansa
UPR,Argentinian sandperch,Pseudopercis semifasciata
UPS,Sulphur goatfish,Upeneus sulphureus
UPT,Freckled goatfish,Upeneus tragula
UPU,Ochrebanded goatfish,Upeneus sundaicus
UPW,Chines mud lobster,Upogebia wuhsienweni
UPX,Rudolph's purpura,Purpura panama
UPZ,Cardinal snapper,Pristipomoides macrophthalmus
UQK,Greenlip abalone,Haliotis laevigata
UQL,Roe's abalone,Haliotis roei
UQM,Haliotis scalaris,Haliotis scalaris
UQN,Haliotis cyclobates,Haliotis cyclobates
UQP,Persian purpura,Purpura persica
UQS,Salmon horse conch,Pleuroploca salmo
URA,Stargazers,Uranoscopus spp
URB,Bartsch's squid,Uroteuthis bartschi
URC,Sea urchins nei,Strongylocentrotus spp
URD,Scalynape goby,Pleurosicya annandalei
URE,Carolina hake,Urophycis earllii
URF,Southern codling,Urophycis floridana
URG,Spotted codling,Urophycis regia
URH,Whip lobsters nei,Puerulus spp
URI,Gulf hake,Urophycis cirrata
URJ,Lybian turrid,Tiariturris libya
URK,Blainville's murex,Muricopsis cristatus
URL,Banded whip lobster,Puerulus angulatus
URM,Stony sea urchin,Paracentrotus lividus
URN,Urocampus carinirostris,Urocampus carinirostris
URO,Muddy auger,Turritella turbona
URQ,Rugose squat lobster,Munida rugosa
URT,Red whip lobster,Puerulus carinatus
URU,Whitemouth jack,Uraspis uraspis
URV,Velvet whip lobster,Puerulus velutinus
URW,Arabian whip lobster,Puerulus sewelli
URY,Taileyed goby,Parachaeturichthys polynema
URZ,Urophycis nei,Urophycis spp
USA,Austrolabrus maculatus,Austrolabrus maculatus
USB,Ballan wrasse,Labrus bergylta
USE,Cottonmouth jack,Uraspis secunda
USF,Forsten's parrotfish,Scarus forsteni
USH,Salish toothshell,Pulsellum salishorum
USI,Cuckoo wrasse,Labrus mixtus
USJ,Japanese parrotfish,Calotomus japonicus
USK,Tusk(=Cusk),Brosme brosme
USL,Bigmouth croaker,Pterotolithus lateoides
USM,Blotched tiger-toothed croaker,Pterotolithus maculatus
USN,Princess parrotfish,Scarus taeniopterus
USO,Yellowtail croaker,Austronibea oedogenys
USP,Creole wrasse,Clepticus parrae
USQ,Selenoscopus turbisquamatus,Selenoscopus turbisquamatus
USR,Bicolour parrotfish,Cetoscarus bicolor
USS,Striped parrotfish,Scarus iserti
USU,Blue parrotfish,Scarus coeruleus
USW,Gulf parrotfish,Scarus persicus
USX,Scarus spp,Scarus spp
USY,Blue-barred parrotfish,Scarus ghobban
USZ,Bridled parrotfish,Scarus frenatus
UTD,Don Moore's murex,Haustellum donmoorei
UTF,Brown moon-shell,Lunatia fusca
UTG,Guillemin's moon-shell,Lunatia guillemini
UTH,Goldmouth murex,Haustellum chrysostoma
UTI,Pugnose ponyfish,Secutor insidiator
UTK,Leucoptera bobtail squid,Stoloteuthis leucoptera
UTO,Horny auger,Turritella communis
UTP,Pretty moon-shell,Lunatia pulchella
UTR,Deep pugnose ponyfish,Secutor ruconius
UTS,Messorius murex,Haustellum messorius
UTV,Network sole,Achirus scutum
UTX,Secutor spp,Secutor spp
UUB,Giant frog shell,Tutufa bubo
UUC,Stargazer,Uranoscopus scaber
UUD,Bower's parrotfish,Chlorurus bowersi
UUE,Reddish frog shell,Tutufa rubeta
UUF,Suruga fundicola,Suruga fundicola
UUG,Heavybeak parrotfish,Chlorurus gibbus
UUI,Iso shrimp,Eualus sinensis
UUJ,Uranoscopus japonicus,Uranoscopus japonicus
UUL,Yamato shrimp,Eualus leptognathus
UUM,Greenland shrimp,Eualus macilentus
UUN,Warty frog shell,Bursa bufonia
UUP,Bleeker's parrotfish,Chlorurus bleekeri
UUQ,Snipe's bill murex,Haustellum haustellum
UUR,Bent-beak murex,Haustellum recurvirostris
UUS,Daisy parrotfish,Chlorurus sordidus
UUU,Luposicya lupus,Luposicya lupus
UUV,Pacific slopehead parrotfish,Chlorurus frontalis
UUY,Steephead parrotfish,Chlorurus strongylocephalus
UUZ,Pacific flagfin mojarra,Eucinostomus currani
UVA,Kelp gunnel,Ulvicola sanctaerosae
UVB,Guinean parrotfish,Scarus hoefleri
UVD,Common parrotfish,Scarus psittacus
UVE,Ember parrotfish,Scarus rubroviolaceus
UVG,Eclipse parrotfish,Scarus russelii
UVH,Tricolour parrotfish,Scarus tricolor
UVL,Sueviota lachneri,Sueviota lachneri
UVN,Dusky parrotfish,Scarus niger
UVS,Radiated shanny,Ulvaria subbifurcata
UVT,Queen parrotfish,Scarus vetula
UVX,Horse conches nei,Pleuroploca spp
UWS,Amur whitefish,Coregonus ussuriensis
UWV,Whale squid,Walvisteuthis virilis
UWX,Uroptychus spp,Uroptychus spp
UXA,Xenocephalus armatus,Xenocephalus armatus
UXK,Pereulixia kosiensis,Pereulixia kosiensis
UXP,Venus comb murex,Murex pecten
UXR,Rarespined murex,Murex trapa
UXS,Turbans nei,Turbo spp
UXT,Black-spined murex,Murex ternispina
UXU,Caltrop murex,Murex tribulus
UYC,Catathyridium jenynsii,Catathyridium jenynsii
UYD,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis
UYF,Red sea urchin,Strongylocentrotus franciscanus
UYI,Japanese sea urchin,Strongylocentrotus intermedius
UYN,Strongylocentrotus nudus,Strongylocentrotus nudus
UYV,Purplemask angelfish,Sumireyakko venustus
UYX,Pseudopercis spp,Pseudopercis spp
UZB,School bass,Schultzea beta
UZS,Agassiz's flapjack octopod,Opisthoteuthis agassizii
UZX,Stumpnoses nei,Rhabdosargus spp
VAA,Valenciennea alleni,Valenciennea alleni
VAD,Vadigo,Campogramma glaycos
VAL,Peregrine crab,Varuna litterata
VAM,Ambanoro prawn-goby,Vanderhorstia ambanoro
VAN,Vanneaugobius canariensis,Vanneaugobius canariensis
VAR,Dolly varden,Salvelinus malma
VAS,Tete sea catfish,Ariopsis seemanni
VAT,Valenciennellus tripunctulatus,Valenciennellus tripunctulatus
VAU,Sundaic paddler crab,Varuna yui
VAX,Frog shell nei,Bursidae
VAY,Orangebelly goby,Varicus marilynae
VAZ,Angel octopus,Velodona togata
VBH,Rounded octopus,Bentheledone rotunda
VBX,Platytroctidae,Platytroctidae
VBY,Purplish octopus,Bathypurpurata profunda
VCC,Fringelip mullet,Crenimugil crenilabis
VCM,Mother-of-pearl pipefish,Vanacampus margaritifer
VCP,Challenger volute,Provocator pulcher
VCX,Phosichthyidae,Phosichthyidae
VDX,Ipnopidae,Ipnopidae
VEA,Arrowtooth grenadier,Ventrifossa atherodon
VED,Plainfin grenadier,Ventrifossa divergens
VEE,Hawaiian grenadier,Ventrifossa ctenomelas
VEG,Sagami grenadier,Ventrifossa garmani
VEI,Spinaker grenadier,Ventrifossa nigrodorsalis
VEM,Longbeard grenadier,Ventrifossa macropogon
VEO,Verilus sordidus,Verilus sordidus
VEP,Pacific anchoveta,Cetengraulis mysticetus
VES,Peterson's grenadier,Ventrifossa petersoni
VET,Anchoveta(=Peruvian anchovy),Engraulis ringens
VEU,Vellitor centropomus,Vellitor centropomus
VFT,Conesnout grenadier,Ventrifossa nasuta
VFV,Valenciennea persica,Valenciennea persica
VFW,Sixspot goby,Valenciennea sexguttata
VFX,Nemichthyidae,Nemichthyidae
VGT,Blue sea catfish,Ariopsis guatemalensis
VGX,Mitres nei,Mitridae
VHX,Heterenchelyidae,Heterenchelyidae
